NOM_FORET,burned_buffer_m2,burned_core_m2,date,month,year
Wari-Maro,0,0,7/1/20,7,2020
Wari-Maro,0,0,8/1/20,8,2020
Wari-Maro,0,0,9/1/20,9,2020
Wari-Maro,0,0,10/1/20,10,2020
Wari-Maro,0,0,11/1/20,11,2020
Wari-Maro,6.970887422,0.248964766,12/1/20,12,2020
Wari-Maro,54.25524944,212.8096399,1/1/21,1,2021
Wari-Maro,55.86979844,33.62958001,2/1/21,2,2021
Wari-Maro,0,0,3/1/21,3,2021
Wari-Maro,0,0,4/1/21,4,2021
Wari-Maro,0,0,5/1/21,5,2021
Wari-Maro,0,0,6/1/21,6,2021
Wari-Maro,0,0,7/1/21,7,2021
Wari-Maro,0,0,8/1/21,8,2021
Wari-Maro,0,0,9/1/21,9,2021
Wari-Maro,0,0,10/1/21,10,2021
Wari-Maro,0,0,11/1/21,11,2021
Wari-Maro,0,0,12/1/21,12,2021
Wari-Maro,12.9967396,96.69083689,1/1/22,1,2022
Wari-Maro,8.199101857,60.99626761,2/1/22,2,2022
Wari-Maro,0,0,3/1/22,3,2022
Wari-Maro,0,0,4/1/22,4,2022
Wari-Maro,0,0,5/1/22,5,2022
Wari-Maro,0,0,6/1/22,6,2022
Wari-Maro,0,0,7/1/22,7,2022
Wari-Maro,0,0,8/1/22,8,2022
Wari-Maro,0,0,9/1/22,9,2022
Wari-Maro,0,0,10/1/22,10,2022
Wari-Maro,0,0,11/1/22,11,2022
Wari-Maro,0,0,12/1/22,12,2022
Wari-Maro,0.497920328,1.244814203,1/1/23,1,2023
Wari-Maro,148.6424327,131.3148746,2/1/23,2,2023
Wari-Maro,0,0,3/1/23,3,2023
Wari-Maro,0,0,4/1/23,4,2023
Wari-Maro,0,0,5/1/23,5,2023
Wari-Maro,0,0,6/1/23,6,2023
Wari-Maro,0,0,7/1/23,7,2023
Wari-Maro,0,0,8/1/23,8,2023
Wari-Maro,0,0,9/1/23,9,2023
Wari-Maro,0,0,10/1/23,10,2023
Wari-Maro,0,0,11/1/23,11,2023
Wari-Maro,0,0,12/1/23,12,2023
Wari-Maro,0,32.61431434,1/1/24,1,2024
Wari-Maro,17.10117837,43.5685783,2/1/24,2,2024
Wari-Maro,0,0,3/1/24,3,2024
Wari-Maro,0,0,4/1/24,4,2024
Wari-Maro,0,0,5/1/24,5,2024
Wari-Maro,0,0,6/1/24,6,2024
Wari-Maro,0,0,7/1/24,7,2024
Wari-Maro,0,0,8/1/24,8,2024
Wari-Maro,0,0,9/1/24,9,2024
Wari-Maro,0,0,10/1/24,10,2024
Wari-Maro,0,0,11/1/24,11,2024
Wari-Maro,5.726082297,0,12/1/24,12,2024
Wari-Maro,81.90429074,71.4527055,1/1/25,1,2025
Wari-Maro,7.410269356,20.6131597,2/1/25,2,2025
Wari-Maro,0,0,3/1/25,3,2025
Ouémé Supérieur,22.78821833,43.96050838,11/1/00,11,2000
Ouémé Supérieur,145.2376462,701.016074,12/1/00,12,2000
Ouémé Supérieur,82.26658462,131.2773766,1/1/01,1,2001
Ouémé Supérieur,2.34915714,5.975353172,2/1/01,2,2001
Ouémé Supérieur,0,0.995890094,3/1/01,3,2001
Ouémé Supérieur,0,0,4/1/01,4,2001
Ouémé Supérieur,0,0,5/1/01,5,2001
Ouémé Supérieur,0,0,6/1/01,6,2001
Ouémé Supérieur,0,0,7/1/01,7,2001
Ouémé Supérieur,0,0,8/1/01,8,2001
Ouémé Supérieur,0,0,9/1/01,9,2001
Ouémé Supérieur,0,0,10/1/01,10,2001
Ouémé Supérieur,13.30499119,31.99051832,11/1/01,11,2001
Ouémé Supérieur,310.3282102,957.4813571,12/1/01,12,2001
Ouémé Supérieur,22.1695677,81.12475468,1/1/02,1,2002
Ouémé Supérieur,0,1.991781688,2/1/02,2,2002
Ouémé Supérieur,0,0,3/1/02,3,2002
Ouémé Supérieur,0,0,4/1/02,4,2002
Ouémé Supérieur,0,0,5/1/02,5,2002
Ouémé Supérieur,0,0,6/1/02,6,2002
Ouémé Supérieur,0,0,7/1/02,7,2002
Ouémé Supérieur,0,0,8/1/02,8,2002
Ouémé Supérieur,0,0,9/1/02,9,2002
Ouémé Supérieur,3.236710438,0,10/1/02,10,2002
Ouémé Supérieur,87.2186248,109.1365924,11/1/02,11,2002
Ouémé Supérieur,575.6637137,1097.584782,12/1/02,12,2002
Ouémé Supérieur,7.144130579,27.82359671,1/1/03,1,2003
Ouémé Supérieur,0,0.746919391,2/1/03,2,2003
Ouémé Supérieur,0,0,3/1/03,3,2003
Ouémé Supérieur,0,0,4/1/03,4,2003
Ouémé Supérieur,0,0,5/1/03,5,2003
Ouémé Supérieur,0,0,6/1/03,6,2003
Ouémé Supérieur,0,0,7/1/03,7,2003
Ouémé Supérieur,0,0,8/1/03,8,2003
Ouémé Supérieur,0,0,9/1/03,9,2003
Ouémé Supérieur,0.746919391,0,10/1/03,10,2003
Ouémé Supérieur,1.731099474,4.492248581,11/1/03,11,2003
Ouémé Supérieur,347.5074681,1099.852972,12/1/03,12,2003
Ouémé Supérieur,17.88222281,65.44419053,1/1/04,1,2004
Ouémé Supérieur,0,0,2/1/04,2,2004
Ouémé Supérieur,0,0,3/1/04,3,2004
Ouémé Supérieur,0,0,4/1/04,4,2004
Ouémé Supérieur,0,0,5/1/04,5,2004
Ouémé Supérieur,0,0,6/1/04,6,2004
Ouémé Supérieur,0,0,7/1/04,7,2004
Ouémé Supérieur,0,0,8/1/04,8,2004
Ouémé Supérieur,0,0,9/1/04,9,2004
Ouémé Supérieur,0,0,10/1/04,10,2004
Ouémé Supérieur,62.22670488,69.13323437,11/1/04,11,2004
Ouémé Supérieur,98.09751747,475.5030054,12/1/04,12,2004
Ouémé Supérieur,204.6881093,147.7085644,1/1/05,1,2005
Ouémé Supérieur,0.248967219,0.248968031,2/1/05,2,2005
Ouémé Supérieur,0,0,3/1/05,3,2005
Ouémé Supérieur,0,0,4/1/05,4,2005
Ouémé Supérieur,0,0,5/1/05,5,2005
Ouémé Supérieur,0,0,6/1/05,6,2005
Ouémé Supérieur,0,0,7/1/05,7,2005
Ouémé Supérieur,0,0,8/1/05,8,2005
Ouémé Supérieur,0,0,9/1/05,9,2005
Ouémé Supérieur,0,0,10/1/05,10,2005
Ouémé Supérieur,0.248971719,0.248973328,11/1/05,11,2005
Ouémé Supérieur,362.689405,745.6843802,12/1/05,12,2005
Ouémé Supérieur,27.81782755,49.16630214,1/1/06,1,2006
Ouémé Supérieur,0,0,2/1/06,2,2006
Ouémé Supérieur,0,0,3/1/06,3,2006
Ouémé Supérieur,0,0,4/1/06,4,2006
Ouémé Supérieur,0,0,5/1/06,5,2006
Ouémé Supérieur,0,0,6/1/06,6,2006
Ouémé Supérieur,0,0,7/1/06,7,2006
Ouémé Supérieur,0,0,8/1/06,8,2006
Ouémé Supérieur,0,0,9/1/06,9,2006
Ouémé Supérieur,0,0,10/1/06,10,2006
Ouémé Supérieur,4.982458321,20.90994214,11/1/06,11,2006
Ouémé Supérieur,254.5345167,712.4231141,12/1/06,12,2006
Ouémé Supérieur,49.86710135,42.85299816,1/1/07,1,2007
Ouémé Supérieur,4.232536891,0,2/1/07,2,2007
Ouémé Supérieur,0,0,3/1/07,3,2007
Ouémé Supérieur,0,0,4/1/07,4,2007
Ouémé Supérieur,0,0,5/1/07,5,2007
Ouémé Supérieur,0,0,6/1/07,6,2007
Ouémé Supérieur,0,0,7/1/07,7,2007
Ouémé Supérieur,0,0,8/1/07,8,2007
Ouémé Supérieur,0,0,9/1/07,9,2007
Ouémé Supérieur,0,0,10/1/07,10,2007
Ouémé Supérieur,16.50473677,0.248978594,11/1/07,11,2007
Ouémé Supérieur,149.2815608,465.5032232,12/1/07,12,2007
Ouémé Supérieur,52.08343011,233.3337085,1/1/08,1,2008
Ouémé Supérieur,0.497951203,0,2/1/08,2,2008
Ouémé Supérieur,0,0,3/1/08,3,2008
Ouémé Supérieur,0,0,4/1/08,4,2008
Ouémé Supérieur,0,0,5/1/08,5,2008
Ouémé Supérieur,0,0,6/1/08,6,2008
Ouémé Supérieur,0,0,7/1/08,7,2008
Ouémé Supérieur,0,0,8/1/08,8,2008
Ouémé Supérieur,0,0,9/1/08,9,2008
Ouémé Supérieur,0,0,10/1/08,10,2008
Ouémé Supérieur,10.21395192,8.963056,11/1/08,11,2008
Ouémé Supérieur,83.73013229,97.41844339,12/1/08,12,2008
Ouémé Supérieur,25.92629659,49.9453876,1/1/09,1,2009
Ouémé Supérieur,0.497943172,9.460995906,2/1/09,2,2009
Ouémé Supérieur,0,0,3/1/09,3,2009
Ouémé Supérieur,0,0,4/1/09,4,2009
Ouémé Supérieur,0,0,5/1/09,5,2009
Ouémé Supérieur,0,0,6/1/09,6,2009
Ouémé Supérieur,0,0,7/1/09,7,2009
Ouémé Supérieur,0,0,8/1/09,8,2009
Ouémé Supérieur,0,0,9/1/09,9,2009
Ouémé Supérieur,0,0,10/1/09,10,2009
Ouémé Supérieur,9.422084452,0.536997376,11/1/09,11,2009
Ouémé Supérieur,64.06649393,191.6054936,12/1/09,12,2009
Ouémé Supérieur,27.84434357,96.54664375,1/1/10,1,2010
Ouémé Supérieur,10.98026164,16.14515172,2/1/10,2,2010
Ouémé Supérieur,0,0,3/1/10,3,2010
Ouémé Supérieur,0,0,4/1/10,4,2010
Ouémé Supérieur,0,0,5/1/10,5,2010
Ouémé Supérieur,0,0,6/1/10,6,2010
Ouémé Supérieur,0,0,7/1/10,7,2010
Ouémé Supérieur,0,0,8/1/10,8,2010
Ouémé Supérieur,0,0,9/1/10,9,2010
Ouémé Supérieur,0,0,10/1/10,10,2010
Ouémé Supérieur,0.248975297,0.248972641,11/1/10,11,2010
Ouémé Supérieur,45.95173016,74.56745759,12/1/10,12,2010
Ouémé Supérieur,32.29872647,123.8149204,1/1/11,1,2011
Ouémé Supérieur,21.04365491,230.7538496,2/1/11,2,2011
Ouémé Supérieur,0,0,3/1/11,3,2011
Ouémé Supérieur,0,0,4/1/11,4,2011
Ouémé Supérieur,0,0,5/1/11,5,2011
Ouémé Supérieur,0,0,6/1/11,6,2011
Ouémé Supérieur,0,0,7/1/11,7,2011
Ouémé Supérieur,0,0,8/1/11,8,2011
Ouémé Supérieur,0,0,9/1/11,9,2011
Ouémé Supérieur,0,0,10/1/11,10,2011
Ouémé Supérieur,7.606075012,0,11/1/11,11,2011
Ouémé Supérieur,12.90003087,6.722337922,12/1/11,12,2011
Ouémé Supérieur,28.82372906,164.4554263,1/1/12,1,2012
Ouémé Supérieur,36.85860098,161.4574849,2/1/12,2,2012
Ouémé Supérieur,0,0,3/1/12,3,2012
Ouémé Supérieur,0,0,4/1/12,4,2012
Ouémé Supérieur,0,0,5/1/12,5,2012
Ouémé Supérieur,0,0,6/1/12,6,2012
Ouémé Supérieur,0,0,7/1/12,7,2012
Ouémé Supérieur,0,0,8/1/12,8,2012
Ouémé Supérieur,0,0,9/1/12,9,2012
Ouémé Supérieur,0,0,10/1/12,10,2012
Ouémé Supérieur,0.746937891,0,11/1/12,11,2012
Ouémé Supérieur,11.94024369,1.525091878,12/1/12,12,2012
Ouémé Supérieur,17.2436394,278.5087294,1/1/13,1,2013
Ouémé Supérieur,12.71136096,115.2866277,2/1/13,2,2013
Ouémé Supérieur,0,0,3/1/13,3,2013
Ouémé Supérieur,0,0,4/1/13,4,2013
Ouémé Supérieur,0,0,5/1/13,5,2013
Ouémé Supérieur,0,0,6/1/13,6,2013
Ouémé Supérieur,0,0,7/1/13,7,2013
Ouémé Supérieur,0,0,8/1/13,8,2013
Ouémé Supérieur,0,0,9/1/13,9,2013
Ouémé Supérieur,0,0,10/1/13,10,2013
Ouémé Supérieur,0.995907984,0,11/1/13,11,2013
Ouémé Supérieur,7.732008766,1.47824334,12/1/13,12,2013
Ouémé Supérieur,34.76904563,57.56836827,1/1/14,1,2014
Ouémé Supérieur,0.220660999,1.271241499,2/1/14,2,2014
Ouémé Supérieur,0,0,3/1/14,3,2014
Ouémé Supérieur,0,0,4/1/14,4,2014
Ouémé Supérieur,0,0,5/1/14,5,2014
Ouémé Supérieur,0,0,6/1/14,6,2014
Ouémé Supérieur,0,0,7/1/14,7,2014
Ouémé Supérieur,0,0,8/1/14,8,2014
Ouémé Supérieur,0,0,9/1/14,9,2014
Ouémé Supérieur,0,0,10/1/14,10,2014
Ouémé Supérieur,0,0,11/1/14,11,2014
Ouémé Supérieur,0,0,12/1/14,12,2014
Ouémé Supérieur,1.007633917,29.62786734,1/1/15,1,2015
Ouémé Supérieur,0.063462001,24.15044116,2/1/15,2,2015
Ouémé Supérieur,0,3.485644766,3/1/15,3,2015
Ouémé Supérieur,0,0,4/1/15,4,2015
Ouémé Supérieur,0,0,5/1/15,5,2015
Ouémé Supérieur,0,0,6/1/15,6,2015
Ouémé Supérieur,0,0,7/1/15,7,2015
Ouémé Supérieur,0,0,8/1/15,8,2015
Ouémé Supérieur,0,0,9/1/15,9,2015
Ouémé Supérieur,0,0,10/1/15,10,2015
Ouémé Supérieur,0,0,11/1/15,11,2015
Ouémé Supérieur,0,0.746918969,12/1/15,12,2015
Ouémé Supérieur,33.83067389,257.1485096,1/1/16,1,2016
Ouémé Supérieur,1.493854953,29.37897236,2/1/16,2,2016
Ouémé Supérieur,0,0,3/1/16,3,2016
Ouémé Supérieur,0,0,4/1/16,4,2016
Ouémé Supérieur,0,0,5/1/16,5,2016
Ouémé Supérieur,0,0,6/1/16,6,2016
Ouémé Supérieur,0,0,7/1/16,7,2016
Ouémé Supérieur,0,0,8/1/16,8,2016
Ouémé Supérieur,0,0,9/1/16,9,2016
Ouémé Supérieur,0,0,10/1/16,10,2016
Ouémé Supérieur,0,0,11/1/16,11,2016
Ouémé Supérieur,0,0,12/1/16,12,2016
Ouémé Supérieur,6.528782586,71.20665413,1/1/17,1,2017
Ouémé Supérieur,10.22071457,293.5214984,2/1/17,2,2017
Ouémé Supérieur,0,0,3/1/17,3,2017
Ouémé Supérieur,0,0,4/1/17,4,2017
Ouémé Supérieur,0,0,5/1/17,5,2017
Ouémé Supérieur,0,0,6/1/17,6,2017
Ouémé Supérieur,0,0,7/1/17,7,2017
Ouémé Supérieur,0,0,8/1/17,8,2017
Ouémé Supérieur,0,0,9/1/17,9,2017
Ouémé Supérieur,0,0,10/1/17,10,2017
Ouémé Supérieur,0,0,11/1/17,11,2017
Ouémé Supérieur,0,4.232562594,12/1/17,12,2017
Ouémé Supérieur,7.681904659,104.8180702,1/1/18,1,2018
Ouémé Supérieur,0.995898688,65.23146297,2/1/18,2,2018
Ouémé Supérieur,0.248967125,0.497945563,3/1/18,3,2018
Ouémé Supérieur,0,0,4/1/18,4,2018
Ouémé Supérieur,0,0,5/1/18,5,2018
Ouémé Supérieur,0,0,6/1/18,6,2018
Ouémé Supérieur,0,0,7/1/18,7,2018
Ouémé Supérieur,0,0,8/1/18,8,2018
Ouémé Supérieur,0,0,9/1/18,9,2018
Ouémé Supérieur,0,0,10/1/18,10,2018
Ouémé Supérieur,0,0,11/1/18,11,2018
Ouémé Supérieur,0,0,12/1/18,12,2018
Ouémé Supérieur,0.662967345,20.43545468,1/1/19,1,2019
Ouémé Supérieur,11.92167011,173.2861288,2/1/19,2,2019
Ouémé Supérieur,0,0.248977547,3/1/19,3,2019
Ouémé Supérieur,0,0,4/1/19,4,2019
Ouémé Supérieur,0,0,5/1/19,5,2019
Ouémé Supérieur,0,0,6/1/19,6,2019
Ouémé Supérieur,0,0,7/1/19,7,2019
Ouémé Supérieur,0,0,8/1/19,8,2019
Ouémé Supérieur,0,0,9/1/19,9,2019
Ouémé Supérieur,0,0,10/1/19,10,2019
Ouémé Supérieur,0,0,11/1/19,11,2019
Ouémé Supérieur,0,0,12/1/19,12,2019
Ouémé Supérieur,0,3.485642531,1/1/20,1,2020
Ouémé Supérieur,28.65852997,208.6964181,2/1/20,2,2020
Ouémé Supérieur,0,0,3/1/20,3,2020
Ouémé Supérieur,0,0,4/1/20,4,2020
Ouémé Supérieur,0,0,5/1/20,5,2020
Ouémé Supérieur,0,0,6/1/20,6,2020
Ouémé Supérieur,0,0,7/1/20,7,2020
Ouémé Supérieur,0,0,8/1/20,8,2020
Ouémé Supérieur,0,0,9/1/20,9,2020
Ouémé Supérieur,0,0,10/1/20,10,2020
Ouémé Supérieur,0,0,11/1/20,11,2020
Ouémé Supérieur,0,0,12/1/20,12,2020
Ouémé Supérieur,9.624754461,82.65958053,1/1/21,1,2021
Ouémé Supérieur,0,31.37071891,2/1/21,2,2021
Ouémé Supérieur,0,0,3/1/21,3,2021
Ouémé Supérieur,0.053700891,0,4/1/21,4,2021
Ouémé Supérieur,0,0,5/1/21,5,2021
Ouémé Supérieur,0,0,6/1/21,6,2021
Ouémé Supérieur,0,0,7/1/21,7,2021
Ouémé Supérieur,0,0,8/1/21,8,2021
Ouémé Supérieur,0,0,9/1/21,9,2021
Ouémé Supérieur,0,0,10/1/21,10,2021
Ouémé Supérieur,0,0,11/1/21,11,2021
Ouémé Supérieur,0,0,12/1/21,12,2021
Ouémé Supérieur,5.318123294,22.90564367,1/1/22,1,2022
Ouémé Supérieur,0.74689925,20.41593381,2/1/22,2,2022
Ouémé Supérieur,0,0,3/1/22,3,2022
Ouémé Supérieur,0,0,4/1/22,4,2022
Ouémé Supérieur,0,0,5/1/22,5,2022
Ouémé Supérieur,0,0,6/1/22,6,2022
Ouémé Supérieur,0,0,7/1/22,7,2022
Ouémé Supérieur,0,0,8/1/22,8,2022
Ouémé Supérieur,0,0,9/1/22,9,2022
Ouémé Supérieur,0,0,10/1/22,10,2022
Ouémé Supérieur,0,0,11/1/22,11,2022
Ouémé Supérieur,0,0,12/1/22,12,2022
Ouémé Supérieur,0,0.995896469,1/1/23,1,2023
Ouémé Supérieur,0,27.38711781,2/1/23,2,2023
Ouémé Supérieur,0,0,3/1/23,3,2023
Ouémé Supérieur,0,0,4/1/23,4,2023
Ouémé Supérieur,0,0,5/1/23,5,2023
Ouémé Supérieur,0,0,6/1/23,6,2023
Ouémé Supérieur,0,0,7/1/23,7,2023
Ouémé Supérieur,0,0,8/1/23,8,2023
Ouémé Supérieur,0,0,9/1/23,9,2023
Ouémé Supérieur,0,0,10/1/23,10,2023
Ouémé Supérieur,0,0,11/1/23,11,2023
Ouémé Supérieur,0,0,12/1/23,12,2023
Ouémé Supérieur,0,2.489748531,1/1/24,1,2024
Ouémé Supérieur,0,23.65265328,2/1/24,2,2024
Ouémé Supérieur,0,0,3/1/24,3,2024
Ouémé Supérieur,0,0,4/1/24,4,2024
Ouémé Supérieur,0,0,5/1/24,5,2024
Ouémé Supérieur,0,0,6/1/24,6,2024
Ouémé Supérieur,0,0,7/1/24,7,2024
Ouémé Supérieur,0,0,8/1/24,8,2024
Ouémé Supérieur,0,0,9/1/24,9,2024
Ouémé Supérieur,0,0,10/1/24,10,2024
Ouémé Supérieur,0,0,11/1/24,11,2024
Ouémé Supérieur,0,0.248973922,12/1/24,12,2024
Ouémé Supérieur,4.703036085,161.8598921,1/1/25,1,2025
Ouémé Supérieur,0.186487831,58.81853519,2/1/25,2,2025
Ouémé Supérieur,0.013668999,0.234325691,3/1/25,3,2025
