"IDs","systemIndex","activeFireBufferCount","activeFireCoreCount","forest","month","year","date","dayNaightCore","dayNightBuffer","areaBurnedBuffer","areaBurnedCore","rateBurnedBuffer","rateBurnedCore"
4379,"0_2012_04_06",0,0,"Monts Kouffe",4,2012,2012-04-06,"Day","Day",0,0,0,0
4380,"0_2012_04_07",0,0,"Monts Kouffe",4,2012,2012-04-07,"Day","Day",0,0,0,0
4381,"0_2012_04_08",0,0,"Monts Kouffe",4,2012,2012-04-08,"Day","Day",0,0,0,0
4382,"0_2012_04_09",0,0,"Monts Kouffe",4,2012,2012-04-09,"Day","Day",0,0,0,0
4383,"0_2012_04_10",0,0,"Monts Kouffe",4,2012,2012-04-10,"Night","Night",0,0,0,0
4384,"0_2012_04_11",0,0,"Monts Kouffe",4,2012,2012-04-11,"Night","Day",0,0,0,0
4385,"0_2012_04_12",0,0,"Monts Kouffe",4,2012,2012-04-12,"Day","Day",0,0,0,0
4386,"0_2012_04_13",0,0,"Monts Kouffe",4,2012,2012-04-13,"Night","Night",0,0,0,0
4387,"0_2012_04_14",0,0,"Monts Kouffe",4,2012,2012-04-14,"Day","Day",0,0,0,0
4388,"0_2012_04_15",0,0,"Monts Kouffe",4,2012,2012-04-15,"Day","Day",0,0,0,0
4389,"0_2012_04_16",0,0,"Monts Kouffe",4,2012,2012-04-16,"Day","Day",0,0,0,0
4390,"0_2012_04_17",0,0,"Monts Kouffe",4,2012,2012-04-17,"Night","Night",0,0,0,0
4391,"0_2012_04_18",0,0,"Monts Kouffe",4,2012,2012-04-18,"Day","Day",0,0,0,0
4392,"0_2012_04_19",0,0,"Monts Kouffe",4,2012,2012-04-19,"Day","Day",0,0,0,0
4393,"0_2012_04_20",0,0,"Monts Kouffe",4,2012,2012-04-20,"Day","Day",0,0,0,0
4394,"0_2012_04_21",0,0,"Monts Kouffe",4,2012,2012-04-21,"Day","Day",0,0,0,0
4395,"0_2012_04_22",0,0,"Monts Kouffe",4,2012,2012-04-22,"Day","Day",0,0,0,0
4396,"0_2012_04_23",0,0,"Monts Kouffe",4,2012,2012-04-23,"Day","Day",0,0,0,0
4397,"0_2012_04_24",0,0,"Monts Kouffe",4,2012,2012-04-24,"Day","Day",0,0,0,0
4398,"0_2012_04_25",0,0,"Monts Kouffe",4,2012,2012-04-25,"Night","Night",0,0,0,0
4399,"0_2012_04_26",0,0,"Monts Kouffe",4,2012,2012-04-26,"Night","Night",0,0,0,0
4400,"0_2012_04_27",0,0,"Monts Kouffe",4,2012,2012-04-27,"Day","Day",0,0,0,0
4401,"0_2012_04_28",0,0,"Monts Kouffe",4,2012,2012-04-28,"Day","Day",0,0,0,0
4402,"0_2012_04_29",0,0,"Monts Kouffe",4,2012,2012-04-29,"Day","Day",0,0,0,0
4403,"0_2012_04_30",0,0,"Monts Kouffe",4,2012,2012-04-30,"Day","Day",0,0,0,0
4404,"0_2012_05_01",0,0,"Monts Kouffe",5,2012,2012-05-01,"Day","Day",0,0,0,0
4405,"0_2012_05_02",0,0,"Monts Kouffe",5,2012,2012-05-02,"Day","Day",0,0,0,0
4406,"0_2012_05_03",0,0,"Monts Kouffe",5,2012,2012-05-03,"Night","Night",0,0,0,0
4407,"0_2012_05_04",0,0,"Monts Kouffe",5,2012,2012-05-04,"Day","Day",0,0,0,0
4408,"0_2012_05_05",0,0,"Monts Kouffe",5,2012,2012-05-05,"Night","Night",0,0,0,0
4409,"0_2012_05_06",0,0,"Monts Kouffe",5,2012,2012-05-06,"Day","Day",0,0,0,0
4410,"0_2012_05_07",0,0,"Monts Kouffe",5,2012,2012-05-07,"Day","Day",0,0,0,0
4411,"0_2012_05_08",0,0,"Monts Kouffe",5,2012,2012-05-08,"Day","Day",0,0,0,0
4412,"0_2012_05_09",0,0,"Monts Kouffe",5,2012,2012-05-09,"Day","Day",0,0,0,0
4413,"0_2012_05_10",0,0,"Monts Kouffe",5,2012,2012-05-10,"Day","Day",0,0,0,0
4414,"0_2012_05_11",0,0,"Monts Kouffe",5,2012,2012-05-11,"Night","Night",0,0,0,0
4415,"0_2012_05_12",0,0,"Monts Kouffe",5,2012,2012-05-12,"Night","Night",0,0,0,0
4416,"0_2012_05_13",0,0,"Monts Kouffe",5,2012,2012-05-13,"Day","Day",0,0,0,0
4417,"0_2012_05_14",0,0,"Monts Kouffe",5,2012,2012-05-14,"Day","Night",0,0,0,0
4418,"0_2012_05_15",0,0,"Monts Kouffe",5,2012,2012-05-15,"Day","Day",0,0,0,0
4419,"0_2012_05_16",0,0,"Monts Kouffe",5,2012,2012-05-16,"Day","Day",0,0,0,0
4420,"0_2012_05_17",0,0,"Monts Kouffe",5,2012,2012-05-17,"Day","Day",0,0,0,0
4421,"0_2012_05_18",0,0,"Monts Kouffe",5,2012,2012-05-18,"Day","Day",0,0,0,0
4422,"0_2012_05_19",0,0,"Monts Kouffe",5,2012,2012-05-19,"Night","Night",0,0,0,0
4423,"0_2012_05_20",0,0,"Monts Kouffe",5,2012,2012-05-20,"Day","Day",0,0,0,0
4424,"0_2012_05_21",0,0,"Monts Kouffe",5,2012,2012-05-21,"Day","Day",0,0,0,0
4425,"0_2012_05_22",0,0,"Monts Kouffe",5,2012,2012-05-22,"Day","Day",0,0,0,0
4426,"0_2012_05_23",0,0,"Monts Kouffe",5,2012,2012-05-23,"Day","Day",0,0,0,0
4427,"0_2012_05_24",0,0,"Monts Kouffe",5,2012,2012-05-24,"Day","Day",0,0,0,0
4428,"0_2012_05_25",0,0,"Monts Kouffe",5,2012,2012-05-25,"Day","Day",0,0,0,0
4429,"0_2012_05_26",0,0,"Monts Kouffe",5,2012,2012-05-26,"Day","Day",0,0,0,0
4430,"0_2012_05_27",0,0,"Monts Kouffe",5,2012,2012-05-27,"Day","Day",0,0,0,0
4431,"0_2012_05_28",0,0,"Monts Kouffe",5,2012,2012-05-28,"Night","Night",0,0,0,0
4432,"0_2012_05_29",0,0,"Monts Kouffe",5,2012,2012-05-29,"Day","Day",0,0,0,0
4433,"0_2012_05_30",0,0,"Monts Kouffe",5,2012,2012-05-30,"Night","Night",0,0,0,0
4434,"0_2012_05_31",0,0,"Monts Kouffe",5,2012,2012-05-31,"Day","Day",0,0,0,0
4435,"0_2012_06_01",0,0,"Monts Kouffe",6,2012,2012-06-01,"Day","Day",0,0,0,0
4436,"0_2012_06_02",0,0,"Monts Kouffe",6,2012,2012-06-02,"Day","Day",0,0,0,0
4437,"0_2012_06_03",0,0,"Monts Kouffe",6,2012,2012-06-03,"Day","Day",0,0,0,0
4438,"0_2012_06_04",0,0,"Monts Kouffe",6,2012,2012-06-04,"Night","Night",0,0,0,0
4439,"0_2012_06_05",0,0,"Monts Kouffe",6,2012,2012-06-05,"Night","Night",0,0,0,0
4440,"0_2012_06_06",0,0,"Monts Kouffe",6,2012,2012-06-06,"Day","Day",0,0,0,0
4441,"0_2012_06_07",0,0,"Monts Kouffe",6,2012,2012-06-07,"Day","Day",0,0,0,0
4442,"0_2012_06_08",0,0,"Monts Kouffe",6,2012,2012-06-08,"Day","Night",0,0,0,0
4443,"0_2012_06_09",0,0,"Monts Kouffe",6,2012,2012-06-09,"Day","Day",0,0,0,0
4444,"0_2012_06_10",0,0,"Monts Kouffe",6,2012,2012-06-10,"Day","Day",0,0,0,0
4445,"0_2012_06_11",0,0,"Monts Kouffe",6,2012,2012-06-11,"Day","Day",0,0,0,0
4446,"0_2012_06_12",0,0,"Monts Kouffe",6,2012,2012-06-12,"Day","Day",0,0,0,0
4447,"0_2012_06_13",0,0,"Monts Kouffe",6,2012,2012-06-13,"Night","Night",0,0,0,0
4448,"0_2012_06_14",0,0,"Monts Kouffe",6,2012,2012-06-14,"Night","Night",0,0,0,0
4449,"0_2012_06_15",0,0,"Monts Kouffe",6,2012,2012-06-15,"Night","Night",0,0,0,0
4450,"0_2012_06_16",0,0,"Monts Kouffe",6,2012,2012-06-16,"Day","Night",0,0,0,0
4451,"0_2012_06_17",0,0,"Monts Kouffe",6,2012,2012-06-17,"Day","Day",0,0,0,0
4452,"0_2012_06_18",0,0,"Monts Kouffe",6,2012,2012-06-18,"Night","Night",0,0,0,0
4453,"0_2012_06_19",0,0,"Monts Kouffe",6,2012,2012-06-19,"Day","Day",0,0,0,0
4454,"0_2012_06_20",0,0,"Monts Kouffe",6,2012,2012-06-20,"Night","Night",0,0,0,0
4455,"0_2012_06_21",0,0,"Monts Kouffe",6,2012,2012-06-21,"Day","Day",0,0,0,0
4456,"0_2012_06_22",0,0,"Monts Kouffe",6,2012,2012-06-22,"Day","Day",0,0,0,0
4457,"0_2012_06_23",0,0,"Monts Kouffe",6,2012,2012-06-23,"Day","Night",0,0,0,0
4458,"0_2012_06_24",0,0,"Monts Kouffe",6,2012,2012-06-24,"Night","Night",0,0,0,0
4459,"0_2012_06_25",0,0,"Monts Kouffe",6,2012,2012-06-25,"Day","Day",0,0,0,0
4460,"0_2012_06_26",0,0,"Monts Kouffe",6,2012,2012-06-26,"Day","Day",0,0,0,0
4461,"0_2012_06_27",0,0,"Monts Kouffe",6,2012,2012-06-27,"Day","Day",0,0,0,0
4462,"0_2012_06_28",0,0,"Monts Kouffe",6,2012,2012-06-28,"Day","Day",0,0,0,0
4463,"0_2012_06_29",0,0,"Monts Kouffe",6,2012,2012-06-29,"Night","Night",0,0,0,0
4464,"0_2012_06_30",0,0,"Monts Kouffe",6,2012,2012-06-30,"Night","Day",0,0,0,0
4465,"0_2012_07_01",0,0,"Monts Kouffe",7,2012,2012-07-01,"Day","Day",0,0,0,0
4466,"0_2012_07_02",0,0,"Monts Kouffe",7,2012,2012-07-02,"Day","Day",0,0,0,0
4467,"0_2012_07_03",0,0,"Monts Kouffe",7,2012,2012-07-03,"Day","Day",0,0,0,0
4468,"0_2012_07_04",0,0,"Monts Kouffe",7,2012,2012-07-04,"Day","Day",0,0,0,0
4469,"0_2012_07_05",0,0,"Monts Kouffe",7,2012,2012-07-05,"Day","Day",0,0,0,0
4470,"0_2012_07_06",0,0,"Monts Kouffe",7,2012,2012-07-06,"Night","Night",0,0,0,0
4471,"0_2012_07_07",0,0,"Monts Kouffe",7,2012,2012-07-07,"Day","Day",0,0,0,0
4472,"0_2012_07_08",0,0,"Monts Kouffe",7,2012,2012-07-08,"Night","Day",0,0,0,0
4473,"0_2012_07_09",0,0,"Monts Kouffe",7,2012,2012-07-09,"Night","Day",0,0,0,0
4474,"0_2012_07_10",0,0,"Monts Kouffe",7,2012,2012-07-10,"Day","Night",0,0,0,0
4475,"0_2012_07_11",0,0,"Monts Kouffe",7,2012,2012-07-11,"Day","Day",0,0,0,0
4476,"0_2012_07_12",0,0,"Monts Kouffe",7,2012,2012-07-12,"Day","Day",0,0,0,0
4477,"0_2012_07_13",0,0,"Monts Kouffe",7,2012,2012-07-13,"Day","Day",0,0,0,0
4478,"0_2012_07_14",0,0,"Monts Kouffe",7,2012,2012-07-14,"Day","Day",0,0,0,0
4479,"0_2012_07_15",0,0,"Monts Kouffe",7,2012,2012-07-15,"Night","Night",0,0,0,0
4480,"0_2012_07_16",0,0,"Monts Kouffe",7,2012,2012-07-16,"Day","Night",0,0,0,0
4481,"0_2012_07_17",0,0,"Monts Kouffe",7,2012,2012-07-17,"Day","Day",0,0,0,0
4482,"0_2012_07_18",0,0,"Monts Kouffe",7,2012,2012-07-18,"Day","Day",0,0,0,0
4483,"0_2012_07_19",0,0,"Monts Kouffe",7,2012,2012-07-19,"Day","Day",0,0,0,0
4484,"0_2012_07_20",0,0,"Monts Kouffe",7,2012,2012-07-20,"Night","Night",0,0,0,0
4485,"0_2012_07_21",0,0,"Monts Kouffe",7,2012,2012-07-21,"Day","Day",0,0,0,0
4486,"0_2012_07_22",0,0,"Monts Kouffe",7,2012,2012-07-22,"Night","Night",0,0,0,0
4487,"0_2012_07_23",0,0,"Monts Kouffe",7,2012,2012-07-23,"Night","Night",0,0,0,0
4488,"0_2012_07_24",0,0,"Monts Kouffe",7,2012,2012-07-24,"Day","Day",0,0,0,0
4489,"0_2012_07_25",0,0,"Monts Kouffe",7,2012,2012-07-25,"Night","Night",0,0,0,0
4490,"0_2012_07_26",0,0,"Monts Kouffe",7,2012,2012-07-26,"Day","Day",0,0,0,0
4491,"0_2012_07_27",0,0,"Monts Kouffe",7,2012,2012-07-27,"Night","Day",0,0,0,0
4492,"0_2012_07_28",0,0,"Monts Kouffe",7,2012,2012-07-28,"Day","Day",0,0,0,0
4493,"0_2012_07_29",0,0,"Monts Kouffe",7,2012,2012-07-29,"Night","Night",0,0,0,0
4494,"0_2012_07_30",0,0,"Monts Kouffe",7,2012,2012-07-30,"Day","Day",0,0,0,0
4495,"0_2012_07_31",0,0,"Monts Kouffe",7,2012,2012-07-31,"Night","Night",0,0,0,0
4496,"0_2012_08_01",0,0,"Monts Kouffe",8,2012,2012-08-01,"Night","Night",0,0,0,0
4497,"0_2012_08_02",0,0,"Monts Kouffe",8,2012,2012-08-02,"Night","Night",0,0,0,0
4498,"0_2012_08_03",0,0,"Monts Kouffe",8,2012,2012-08-03,"Day","Day",0,0,0,0
4499,"0_2012_08_04",0,0,"Monts Kouffe",8,2012,2012-08-04,"Day","Night",0,0,0,0
4500,"0_2012_08_05",0,0,"Monts Kouffe",8,2012,2012-08-05,"Night","Night",0,0,0,0
4501,"0_2012_08_06",0,0,"Monts Kouffe",8,2012,2012-08-06,"Day","Day",0,0,0,0
4502,"0_2012_08_07",0,0,"Monts Kouffe",8,2012,2012-08-07,"Night","Night",0,0,0,0
4503,"0_2012_08_08",0,0,"Monts Kouffe",8,2012,2012-08-08,"Day","Night",0,0,0,0
4504,"0_2012_08_09",0,0,"Monts Kouffe",8,2012,2012-08-09,"Night","Night",0,0,0,0
4505,"0_2012_08_10",0,0,"Monts Kouffe",8,2012,2012-08-10,"Night","Night",0,0,0,0
4506,"0_2012_08_11",0,0,"Monts Kouffe",8,2012,2012-08-11,"Night","Day",0,0,0,0
4507,"0_2012_08_12",0,0,"Monts Kouffe",8,2012,2012-08-12,"Night","Night",0,0,0,0
4508,"0_2012_08_13",0,0,"Monts Kouffe",8,2012,2012-08-13,"Day","Day",0,0,0,0
4509,"0_2012_08_14",0,0,"Monts Kouffe",8,2012,2012-08-14,"Day","Day",0,0,0,0
4510,"0_2012_08_15",0,0,"Monts Kouffe",8,2012,2012-08-15,"Night","Day",0,0,0,0
4511,"0_2012_08_16",0,0,"Monts Kouffe",8,2012,2012-08-16,"Night","Night",0,0,0,0
4512,"0_2012_08_17",0,0,"Monts Kouffe",8,2012,2012-08-17,"Day","Day",0,0,0,0
4513,"0_2012_08_18",0,0,"Monts Kouffe",8,2012,2012-08-18,"Night","Day",0,0,0,0
4514,"0_2012_08_19",0,0,"Monts Kouffe",8,2012,2012-08-19,"Night","Night",0,0,0,0
4515,"0_2012_08_20",0,0,"Monts Kouffe",8,2012,2012-08-20,"Night","Night",0,0,0,0
4516,"0_2012_08_21",0,0,"Monts Kouffe",8,2012,2012-08-21,"Day","Night",0,0,0,0
4517,"0_2012_08_22",0,0,"Monts Kouffe",8,2012,2012-08-22,"Day","Day",0,0,0,0
4518,"0_2012_08_23",0,0,"Monts Kouffe",8,2012,2012-08-23,"Night","Night",0,0,0,0
4519,"0_2012_08_24",0,0,"Monts Kouffe",8,2012,2012-08-24,"Day","Day",0,0,0,0
4520,"0_2012_08_25",0,0,"Monts Kouffe",8,2012,2012-08-25,"Night","Night",0,0,0,0
4521,"0_2012_08_26",0,0,"Monts Kouffe",8,2012,2012-08-26,"Day","Day",0,0,0,0
4522,"0_2012_08_27",0,0,"Monts Kouffe",8,2012,2012-08-27,"Night","Night",0,0,0,0
4523,"0_2012_08_28",0,0,"Monts Kouffe",8,2012,2012-08-28,"Night","Night",0,0,0,0
4524,"0_2012_08_29",0,0,"Monts Kouffe",8,2012,2012-08-29,"Day","Day",0,0,0,0
4525,"0_2012_08_30",0,0,"Monts Kouffe",8,2012,2012-08-30,"Night","Night",0,0,0,0
4526,"0_2012_08_31",0,0,"Monts Kouffe",8,2012,2012-08-31,"Day","Night",0,0,0,0
4527,"0_2012_09_01",0,0,"Monts Kouffe",9,2012,2012-09-01,"Night","Night",0,0,0,0
4528,"0_2012_09_02",0,0,"Monts Kouffe",9,2012,2012-09-02,"Day","Day",0,0,0,0
4529,"0_2012_09_03",0,0,"Monts Kouffe",9,2012,2012-09-03,"Day","Day",0,0,0,0
4530,"0_2012_09_04",0,0,"Monts Kouffe",9,2012,2012-09-04,"Day","Day",0,0,0,0
4531,"0_2012_09_05",0,0,"Monts Kouffe",9,2012,2012-09-05,"Day","Day",0,0,0,0
4532,"0_2012_09_06",0,0,"Monts Kouffe",9,2012,2012-09-06,"Night","Night",0,0,0,0
4533,"0_2012_09_07",0,0,"Monts Kouffe",9,2012,2012-09-07,"Day","Day",0,0,0,0
4534,"0_2012_09_08",0,0,"Monts Kouffe",9,2012,2012-09-08,"Night","Night",0,0,0,0
4535,"0_2012_09_09",0,0,"Monts Kouffe",9,2012,2012-09-09,"Night","Night",0,0,0,0
4536,"0_2012_09_10",0,0,"Monts Kouffe",9,2012,2012-09-10,"Night","Night",0,0,0,0
4537,"0_2012_09_11",0,0,"Monts Kouffe",9,2012,2012-09-11,"Night","Night",0,0,0,0
4538,"0_2012_09_12",0,0,"Monts Kouffe",9,2012,2012-09-12,"Night","Night",0,0,0,0
4539,"0_2012_09_13",0,0,"Monts Kouffe",9,2012,2012-09-13,"Night","Night",0,0,0,0
4540,"0_2012_09_14",0,0,"Monts Kouffe",9,2012,2012-09-14,"Day","Day",0,0,0,0
4541,"0_2012_09_15",0,0,"Monts Kouffe",9,2012,2012-09-15,"Night","Night",0,0,0,0
4542,"0_2012_09_16",0,0,"Monts Kouffe",9,2012,2012-09-16,"Day","Day",0,0,0,0
4543,"0_2012_09_17",0,0,"Monts Kouffe",9,2012,2012-09-17,"Night","Night",0,0,0,0
4544,"0_2012_09_18",0,0,"Monts Kouffe",9,2012,2012-09-18,"Day","Day",0,0,0,0
4545,"0_2012_09_19",0,0,"Monts Kouffe",9,2012,2012-09-19,"Day","Day",0,0,0,0
4546,"0_2012_09_20",0,0,"Monts Kouffe",9,2012,2012-09-20,"Night","Night",0,0,0,0
4547,"0_2012_09_21",0,0,"Monts Kouffe",9,2012,2012-09-21,"Day","Day",0,0,0,0
4548,"0_2012_09_22",0,0,"Monts Kouffe",9,2012,2012-09-22,"Day","Day",0,0,0,0
4549,"0_2012_09_23",0,0,"Monts Kouffe",9,2012,2012-09-23,"Day","Day",0,0,0,0
4550,"0_2012_09_24",0,0,"Monts Kouffe",9,2012,2012-09-24,"Night","Night",0,0,0,0
4551,"0_2012_09_25",0,0,"Monts Kouffe",9,2012,2012-09-25,"Day","Day",0,0,0,0
4552,"0_2012_09_26",0,0,"Monts Kouffe",9,2012,2012-09-26,"Night","Day",0,0,0,0
4553,"0_2012_09_27",0,0,"Monts Kouffe",9,2012,2012-09-27,"Day","Night",0,0,0,0
4554,"0_2012_09_28",0,0,"Monts Kouffe",9,2012,2012-09-28,"Day","Day",0,0,0,0
4555,"0_2012_09_29",0,0,"Monts Kouffe",9,2012,2012-09-29,"Night","Day",0,0,0,0
4556,"0_2012_09_30",0,0,"Monts Kouffe",9,2012,2012-09-30,"Day","Day",0,0,0,0
4557,"0_2012_10_01",0,0,"Monts Kouffe",10,2012,2012-10-01,"Night","Night",0,0,0,0
4558,"0_2012_10_02",0,0,"Monts Kouffe",10,2012,2012-10-02,"Day","Day",0,0,0,0
4559,"0_2012_10_03",0,0,"Monts Kouffe",10,2012,2012-10-03,"Night","Night",0,0,0,0
4560,"0_2012_10_04",0,0,"Monts Kouffe",10,2012,2012-10-04,"Day","Day",0,0,0,0
4561,"0_2012_10_05",0,0,"Monts Kouffe",10,2012,2012-10-05,"Day","Day",0,0,0,0
4562,"0_2012_10_06",0,0,"Monts Kouffe",10,2012,2012-10-06,"Day","Day",0,0,0,0
4563,"0_2012_10_07",0,0,"Monts Kouffe",10,2012,2012-10-07,"Day","Day",0,0,0,0
4564,"0_2012_10_08",0,0,"Monts Kouffe",10,2012,2012-10-08,"Day","Day",0,0,0,0
4565,"0_2012_10_09",0,0,"Monts Kouffe",10,2012,2012-10-09,"Day","Day",0,0,0,0
4566,"0_2012_10_10",0,0,"Monts Kouffe",10,2012,2012-10-10,"Night","Night",0,0,0,0
4567,"0_2012_10_11",0,0,"Monts Kouffe",10,2012,2012-10-11,"Day","Day",0,0,0,0
4568,"0_2012_10_12",0,0,"Monts Kouffe",10,2012,2012-10-12,"Day","Day",0,0,0,0
4569,"0_2012_10_13",0,0,"Monts Kouffe",10,2012,2012-10-13,"Day","Day",0,0,0,0
4570,"0_2012_10_14",0,0,"Monts Kouffe",10,2012,2012-10-14,"Day","Day",0,0,0,0
4571,"0_2012_10_15",0,0,"Monts Kouffe",10,2012,2012-10-15,"Day","Day",0,0,0,0
4572,"0_2012_10_16",0,0,"Monts Kouffe",10,2012,2012-10-16,"Day","Day",0,0,0,0
4573,"0_2012_10_17",0,0,"Monts Kouffe",10,2012,2012-10-17,"Day","Day",0,0,0,0
4574,"0_2012_10_18",0,0,"Monts Kouffe",10,2012,2012-10-18,"Day","Day",0,0,0,0
4575,"0_2012_10_19",0,0,"Monts Kouffe",10,2012,2012-10-19,"Night","Night",0,0,0,0
4576,"0_2012_10_20",0,0,"Monts Kouffe",10,2012,2012-10-20,"Day","Day",0,0,0,0
4577,"0_2012_10_21",0,0,"Monts Kouffe",10,2012,2012-10-21,"Day","Night",0,0,0,0
4578,"0_2012_10_22",0,0,"Monts Kouffe",10,2012,2012-10-22,"Day","Day",0,0,0,0
4579,"0_2012_10_23",0,0,"Monts Kouffe",10,2012,2012-10-23,"Day","Day",0,0,0,0
4580,"0_2012_10_24",0,0,"Monts Kouffe",10,2012,2012-10-24,"Day","Day",0,0,0,0
4581,"0_2012_10_25",0,0,"Monts Kouffe",10,2012,2012-10-25,"Day","Day",0,0,0,0
4582,"0_2012_10_26",0,0,"Monts Kouffe",10,2012,2012-10-26,"Night","Night",0,0,0,0
4583,"0_2012_10_27",0,0,"Monts Kouffe",10,2012,2012-10-27,"Day","Day",0,0,0,0
4584,"0_2012_10_28",0,0,"Monts Kouffe",10,2012,2012-10-28,"Day","Day",0,0,0,0
4585,"0_2012_10_29",0,0,"Monts Kouffe",10,2012,2012-10-29,"Night","Night",0,0,0,0
4586,"0_2012_10_30",0,0,"Monts Kouffe",10,2012,2012-10-30,"Day","Day",0,0,0,0
4587,"0_2012_10_31",0,0,"Monts Kouffe",10,2012,2012-10-31,"Day","Day",0,0,0,0
4588,"0_2012_11_01",0,0,"Monts Kouffe",11,2012,2012-11-01,"Day","Day",0,0,0,0
4589,"0_2012_11_02",0,0,"Monts Kouffe",11,2012,2012-11-02,"Night","Night",0,0,0,0
4590,"0_2012_11_03",0,0,"Monts Kouffe",11,2012,2012-11-03,"Day","Day",0,0,0,0
4591,"0_2012_11_04",0,0,"Monts Kouffe",11,2012,2012-11-04,"Night","Night",0,0,0,0
4592,"0_2012_11_05",0,0,"Monts Kouffe",11,2012,2012-11-05,"Day","Day",0,0,0,0
4593,"0_2012_11_06",0,0,"Monts Kouffe",11,2012,2012-11-06,"Day","Day",0,0,0,0
4594,"0_2012_11_07",0,0,"Monts Kouffe",11,2012,2012-11-07,"Day","Day",0,0,0,0
4595,"0_2012_11_08",0,0,"Monts Kouffe",11,2012,2012-11-08,"Night","Night",0,0,0,0
4596,"0_2012_11_09",0,0,"Monts Kouffe",11,2012,2012-11-09,"Day","Day",0,0,0,0
4597,"0_2012_11_10",0,0,"Monts Kouffe",11,2012,2012-11-10,"Day","Day",0,0,0,0
4598,"0_2012_11_11",0,0,"Monts Kouffe",11,2012,2012-11-11,"Night","Night",0,0,0,0
4599,"0_2012_11_12",0,0,"Monts Kouffe",11,2012,2012-11-12,"Day","Day",0,0,0,0
4600,"0_2012_11_13",0,0,"Monts Kouffe",11,2012,2012-11-13,"Day","Day",0,0,0,0
4601,"0_2012_11_14",0,0,"Monts Kouffe",11,2012,2012-11-14,"Day","Day",0,0,0,0
4602,"0_2012_11_15",0,0,"Monts Kouffe",11,2012,2012-11-15,"Day","Day",0,0,0,0
4603,"0_2012_11_16",0,0,"Monts Kouffe",11,2012,2012-11-16,"Day","Day",0,0,0,0
4604,"0_2012_11_17",0,0,"Monts Kouffe",11,2012,2012-11-17,"Day","Day",0,0,0,0
4605,"0_2012_11_18",0,0,"Monts Kouffe",11,2012,2012-11-18,"Day","Day",0,0,0,0
4606,"0_2012_11_19",0,0,"Monts Kouffe",11,2012,2012-11-19,"Day","Day",0,0,0,0
4607,"0_2012_11_20",0,0,"Monts Kouffe",11,2012,2012-11-20,"Night","Night",0,0,0,0
4608,"0_2012_11_21",0,0,"Monts Kouffe",11,2012,2012-11-21,"Day","Day",0,0,0,0
4609,"0_2012_11_22",0,0,"Monts Kouffe",11,2012,2012-11-22,"Day","Day",0,0,0,0
4610,"0_2012_11_23",0,0,"Monts Kouffe",11,2012,2012-11-23,"Day","Day",0,0,0,0
4611,"0_2012_11_24",0,0,"Monts Kouffe",11,2012,2012-11-24,"Day","Day",0,0,0,0
4612,"0_2012_11_25",0,0,"Monts Kouffe",11,2012,2012-11-25,"Day","Day",0,0,0,0
4613,"0_2012_11_26",0,0,"Monts Kouffe",11,2012,2012-11-26,"Day","Day",0,0,0,0
4614,"0_2012_11_27",0,0,"Monts Kouffe",11,2012,2012-11-27,"Night","Night",0,0,0,0
4615,"0_2012_11_28",0,0,"Monts Kouffe",11,2012,2012-11-28,"Day","Day",0,0,0,0
4616,"0_2012_11_29",0,0,"Monts Kouffe",11,2012,2012-11-29,"Day","Day",0,0,0,0
4617,"0_2012_11_30",0,0,"Monts Kouffe",11,2012,2012-11-30,"Day","Day",0,0,0,0
4618,"0_2012_12_01",0,0,"Monts Kouffe",12,2012,2012-12-01,"Day","Day",0,0,0,0
4619,"0_2012_12_02",0,0,"Monts Kouffe",12,2012,2012-12-02,"Day","Day",0,0,0,0
4620,"0_2012_12_03",0,0,"Monts Kouffe",12,2012,2012-12-03,"Day","Day",0,0,0,0
4621,"0_2012_12_04",0,0,"Monts Kouffe",12,2012,2012-12-04,"Night","Day",0,0,0,0
4622,"0_2012_12_05",1,0,"Monts Kouffe",12,2012,2012-12-05,"Day","Day",1,0,0,0
4623,"0_2012_12_06",0,0,"Monts Kouffe",12,2012,2012-12-06,"Night","Night",0,0,0,0
4624,"0_2012_12_07",0,0,"Monts Kouffe",12,2012,2012-12-07,"Day","Day",0,0,0,0
4625,"0_2012_12_08",1,1,"Monts Kouffe",12,2012,2012-12-08,"Day","Day",5.62,1.35,0.3,0.1
4626,"0_2012_12_09",0,0,"Monts Kouffe",12,2012,2012-12-09,"Day","Day",0,0,0,0
4627,"0_2012_12_10",0,0,"Monts Kouffe",12,2012,2012-12-10,"Day","Day",0,0,0,0
4628,"0_2012_12_11",0,0,"Monts Kouffe",12,2012,2012-12-11,"Day","Day",0,0,0,0
4629,"0_2012_12_12",1,1,"Monts Kouffe",12,2012,2012-12-12,"Day","Day",1.99,4.98,0.1,0.3
4630,"0_2012_12_13",0,0,"Monts Kouffe",12,2012,2012-12-13,"Night","Night",0,0,0,0
4631,"0_2012_12_14",1,1,"Monts Kouffe",12,2012,2012-12-14,"Day","Day",4.98,2.99,0.2,0.2
4632,"0_2012_12_15",1,1,"Monts Kouffe",12,2012,2012-12-15,"Day","Day",14.34,16.53,0.6,0.9
4633,"0_2012_12_16",1,1,"Monts Kouffe",12,2012,2012-12-16,"Day","Day",9.17,7.76,0.4,0.4
4634,"0_2012_12_17",1,1,"Monts Kouffe",12,2012,2012-12-17,"Day","Day",1.01,10.93,0,0.6
